3,4,1,2,0.000225067138671875,True
6,1,1,7,0.00037384033203125,True
1,4,1,2,0.0002620220184326172,True
6,5,2,267,0.006150960922241211,
6,4,1,1,0.00022101402282714844,True
1,2,1,3,0.0002880096435546875,True
4,5,1,3,0.0002651214599609375,True
4,6,1,1,0.00683283805847168,False
1,6,1,3,0.004078865051269531,False
4,2,1,2,0.00026988983154296875,True
5,3,1,2,0.0003848075866699219,True
2,5,1,1,0.004072904586791992,False
5,6,1,1,0.026330947875976562,False
6,3,1,1,0.0002040863037109375,True
4,3,1,7,0.0266268253326416,False
4,3,1,1,0.028355836868286133,False
1,3,1,1,0.00021409988403320312,True
3,4,2,267,0.035842180252075195,
1,3,1,1,0.03269600868225098,False
2,1,1,1,0.05046796798706055,False
6,5,1,1,0.00019311904907226562,True
4,2,1,1,0.004241943359375,False
1,5,1,1,0.00020384788513183594,True
5,1,1,1,0.017213106155395508,False
1,4,1,1,0.00019598007202148438,True
2,3,1,1,0.0038399696350097656,False
6,5,1,2,0.00036787986755371094,True
1,4,1,1,0.00019788742065429688,True
1,2,1,1,0.014438152313232422,False
2,3,1,1,0.0001609325408935547,True
3,4,1,1,0.00019097328186035156,True
5,1,1,1,0.0003120899200439453,True
5,6,2,267,0.037930965423583984,
1,5,1,1,0.00020599365234375,True
1,6,1,1,0.0002779960632324219,True
3,2,1,1,0.0001990795135498047,True
3,4,1,1,0.00016498565673828125,True
1,5,1,3,0.11764192581176758,False
5,1,1,2,0.00019693374633789062,True
5,4,1,1,0.010424137115478516,False
4,5,1,1,0.00019788742065429688,True
3,1,1,1,0.03836202621459961,False
2,5,1,3,0.00023794174194335938,True
6,1,1,2,0.00021791458129882812,True
1,4,1,1,0.00016689300537109375,True
5,4,1,1,0.02944779396057129,False
4,2,1,2,0.00018978118896484375,True
3,4,2,2107,0.274493932723999,
6,4,1,2,0.00021314620971679688,True
2,6,1,1,0.0035371780395507812,False
6,3,2,267,0.02513909339904785,
2,3,1,1,0.01610088348388672,False
2,4,1,1,0.0002181529998779297,True
6,5,1,1,0.0002090930938720703,True
4,5,1,1,0.00016188621520996094,True
2,3,1,1,0.004057884216308594,False
6,2,1,1,0.019624948501586914,False
4,3,1,1,0.030318021774291992,False
1,3,1,1,0.00018978118896484375,True
5,1,1,1,0.00021409988403320312,True
5,6,1,1,0.01807999610900879,False
5,1,1,1,0.0001690387725830078,True
2,6,1,2,0.04645800590515137,False
6,2,1,2,0.00018715858459472656,True
1,5,1,1,0.00016188621520996094,True
6,2,1,3,0.00022101402282714844,True
5,2,1,1,0.01770806312561035,False
5,4,1,2,0.0003139972686767578,True
1,2,2,2107,0.2243359088897705,
2,1,1,1,0.00020194053649902344,True
1,3,1,1,0.00036597251892089844,True
1,5,1,7,0.0030291080474853516,False
3,2,1,1,0.03697013854980469,False
3,4,1,2,0.01755499839782715,False
4,2,1,1,0.025650978088378906,False
3,2,1,1,0.022851943969726562,False
2,3,1,1,0.003729104995727539,False
5,2,1,1,0.0002040863037109375,True
6,2,1,1,0.014056921005249023,False
3,6,1,1,0.0021419525146484375,False
6,5,1,3,0.00023698806762695312,True
2,3,1,1,0.0002689361572265625,True
4,2,1,1,0.004848003387451172,False
4,2,2,267,0.0354609489440918,
2,6,2,267,0.017605066299438477,
6,3,1,7,0.025094032287597656,False
4,5,1,1,0.00024700164794921875,True
6,3,3,267,0.037245988845825195,
2,1,1,1,0.0002129077911376953,True
2,5,2,267,0.02208995819091797,
4,5,1,7,0.009790182113647461,False
3,2,1,1,0.000244140625,True
5,4,1,1,0.0001678466796875,True
1,5,1,1,0.004858970642089844,False
6,4,2,66667,5.867434978485107,
3,1,2,66667,4.608112096786499,
5,3,2,66667,5.723655939102173,
1,6,3,66667,3.6725101470947266,
1,5,3,66667,2.3120481967926025,
5,3,3,666667,20.46024799346924,
